screen_name,dbpedia_types
SaraBareilles,"[['Person', 'Artist', 'MusicalArtist']]"
vikramchandra,[['BusinessPerson']]
VINNYGUADAGNINO,[['Person']]
FrencHMonTanA,"[['Person', 'Artist', 'MusicalArtist']]"
rcnradio,"[['Organisation', 'RadioStation', 'Broadcaster']]"
LucasMoura7,"[['Person', 'Athlete', 'SoccerPlayer']]"
olamide_YBNL,"[['Person', 'Artist', 'MusicalArtist']]"
BenAffleck,[['Person']]
DANIROVIRA,[['Person']]
nordcurrent,"[['Company', 'Organisation']]"
rickyrubio9,"[['Person', 'Athlete', 'BasketballPlayer']]"
Moria_Casan,[['Person']]
camanpour,[['Person']]
idriselba,[['Person']]
RealSkipBayless,[['Person']]
brookeburke,[['Person']]
JimGaffigan,"[['Person', 'Artist', 'Comedian']]"
GeorgeTakei,[['Person']]
kumailn,[['Actor']]
WannaOne_twt,"[['Band', 'Organisation', 'Group']]"
soundaryaarajni,[['MovieDirector']]
AdelAljubeir,"[['Person', 'Politician', 'Politician']]"
NASAJPL,[['GovernmentAgency']]
yosoy8a,"[['Person', 'Athlete', 'SoccerPlayer']]"
venevision,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
venevision,[['BeautyQueen']]
smosh,"[['Person', 'Youtuber']]"
Naughty_Dog,"[['Company', 'Organisation']]"
Minecraft,"[['Software', 'VideoGame', 'Work']]"
ariannahuff,"[['Person', 'Writer']]"
patriciajaniot,[['Person']]
TheSlyStallone,[['Person']]
RyanSheckler,"[['Person', 'Athlete']]"
NetflixFR,[['Company']]
OscarDLeon,"[['Person', 'Artist', 'MusicalArtist']]"
Reforma,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
anthonyfjoshua,"[['Person', 'Athlete', 'Boxer']]"
GAUAHAR_KHAN,[['Actor']]
Ghonim,[['Person']]
mishacollins,[['Actor']]
TTfue,"[['Person', 'Youtuber']]"
burnaboy,"[['Person', 'Artist', 'MusicalArtist']]"
HIDEO_KOJIMA_EN,[['Person']]
Telemundo,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
TanyaBurr,[['Person']]
RomanAtwood,"[['Person', 'Youtuber']]"
istanbulmodern_,"[['Building', 'Museum', 'ArchitecturalStructure']]"
GulPanag,[['Actor']]
Gizmodo,"[['Website', 'Work']]"
Cooperativa,[['Station']]
HKane,"[['Person', 'Athlete', 'SoccerPlayer']]"
JensonButton,"[['Person', 'FormulaOneRacer', 'Athlete', 'RacingDriver', 'MotorsportRacer']]"
NWS,"[['Company', 'Organisation']]"
NWS,"[['GovernmentAgency', 'Organisation']]"
RiceGum,"[['Person', 'Youtuber']]"
Boity,[['Actor']]
GwynethPaltrow,[['Person']]
businessinsider,[['Company']]
1LoganHenderson,"[['Person', 'MusicalArtist']]"
CBCNews,"[['Company', 'Organisation']]"
wilw,[['Actor']]
mallikasherawat,[['Actor']]
Stranger_Things,"[['TelevisionShow', 'Work']]"
jornalhoje,"[['TelevisionShow', 'Work']]"
rterdogan_ar,"[['Person', 'Politician', 'Politician']]"
amandabynes,[['Actor']]
HugoGloss,[['Journalist']]
nprpolitics,"[['BroadcastNetwork', 'Organisation', 'Broadcaster']]"
AllRiseSilver,[['Person']]
sebastianrulli,[['Person']]
jeune_afrique,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
Pirlo_official,"[['SoccerPlayer', 'Person']]"
Pirlo_official,"[['SoccerManager', 'SportsManager', 'Person']]"
PirryOficial,[['Journalist']]
CIA,"[['MilitaryUnit', 'Organisation']]"
CIA,"[['GovernmentAgency', 'Organisation']]"
HEELZiggler,"[['Person', 'Athlete', 'Wrestler']]"
chrisbosh,"[['Person', 'Athlete', 'BasketballPlayer']]"
pablo_zabaleta,"[['Person', 'Athlete', 'SoccerPlayer']]"
Julius_S_Malema,"[['Person', 'Politician', 'Politician']]"
ActorLeeMinHo,[['Actor']]
ItsJoshPeck,[['Person']]
ErinAndrews,[['Person']]
ForvictoRi,[['Person']]
ESPNNFL,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
WilliamsRuto,"[['Person', 'Politician', 'Politician']]"
telefenoticias,[['Work']]
kalnaga,[['Actor']]
markhoppus,"[['Person', 'MusicalArtist']]"
ReggieBush,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
RebelWilson,[['Person']]
Maisie_Williams,[['Actor']]
KEEMSTAR,[['Person']]
Nawazuddin_S,[['Actor']]
ristomejide,[['Person']]
evaristocosta,[['Journalist']]
itsKajolD,[['Actor']]
Ileana_Official,[['Actor']]
AnaIvanovic,"[['Person', 'Athlete', 'TennisPlayer']]"
AllyBrooke,[['Person']]
iamAmyJackson,[['Person']]
NBA2K,[['TelevisionShow']]
drdrew,[['Person']]
marwilliamson,[['Person']]
elcitizen,[['Lawyer']]
bioware,"[['Company', 'Organisation']]"
taylorcaniff,[['Person']]
TomFelton,[['Actor']]
biz,[['Person']]
sozluk,"[['Website', 'Work']]"
SirPareshRawal,"[['Person', 'Politician']]"
rianru,[['Company']]
gwenstefani,"[['Person', 'Artist', 'MusicalArtist']]"
epicurious,"[['Website', 'Work']]"
epicurious,[['Company']]
russellcrowe,[['Person']]
DavidSpade,"[['Person', 'Artist', 'Comedian']]"
diegoluna_,[['Actor']]
nbcsnl,"[['TelevisionShow', 'Work']]"
nacionaloficial,"[['SoccerClub', 'SportsClub', 'Organisation']]"
nacionaloficial,"[['SportsTeam', 'Organisation']]"
feliciaday,[['Actor']]
NickyJamPR,"[['Person', 'Artist', 'MusicalArtist']]"
ShinsFriends,"[['Person', 'MusicalArtist']]"
MikeBloomberg,"[['Person', 'Politician']]"
frankieboyle,"[['Person', 'Artist', 'Comedian']]"
GabbieHanna,[['Person']]
CraigyFerg,"[['Person', 'Artist', 'Comedian']]"
wandaicardi27,[['Person']]
Nabilla,[['Person']]
manaoficial,"[['Band', 'Organisation', 'Group']]"
MarcBartra,"[['Person', 'Athlete', 'SoccerPlayer']]"
DavidHenrie,[['Actor']]
shekharkapur,[['MovieDirector']]
jedmadela,"[['Person', 'Artist', 'MusicalArtist']]"
nickyromero,"[['Person', 'Artist', 'MusicalArtist']]"
MarinaDiamandis,[['Person']]
therealjuicyj,"[['Person', 'Artist', 'MusicalArtist']]"
BBCAfrica,"[['Company', 'Organisation']]"
CMPunk,"[['Person', 'Wrestler']]"
RandPaul,"[['Person', 'Politician']]"
aaronpaul_8,[['Actor']]
ActorMadhavan,[['Actor']]
Univision,"[['BroadcastNetwork', 'Broadcaster', 'Organisation']]"
Univision,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
ETemelkuran,[['Person']]
DDNewslive,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
DDNewslive,"[['RadioStation', 'Broadcaster', 'Organisation']]"
kennychesney,"[['Person', 'Artist', 'MusicalArtist']]"
MBuhari,"[['Person', 'Politician', 'Politician']]"
atomaraullo,[['Person']]
ReeseW,[['Actor']]
KristenBell,[['Actor']]
AnderHerrera,"[['Person', 'Athlete', 'SoccerPlayer']]"
BFMTV,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
NehaDhupia,"[['Person', 'BeautyQueen']]"
sundarpichai,[['Person']]
SaharaReporters,[['Organisation']]
SaharaReporters,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
ForbesTech,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
NavasKeylor,"[['Person', 'Athlete', 'SoccerPlayer']]"
JeseRodriguez10,"[['Person', 'Athlete', 'SoccerPlayer']]"
DeShobhaa,"[['Person', 'Writer']]"
QuavoStuntin,"[['Person', 'Artist', 'MusicalArtist']]"
Lawrence,[['Person']]
nytimesarts,[['PersonFunction']]
nytimesarts,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
hardwick,"[['Person', 'Artist', 'Comedian']]"
afrojack,"[['Person', 'MusicalArtist']]"
firefox,"[['Software', 'Work']]"
ovi8,"[['Person', 'Athlete', 'IceHockeyPlayer', 'WinterSportPlayer']]"
AdrianaLima,"[['Person', 'Model']]"
DierksBentley,"[['Person', 'Artist', 'MusicalArtist']]"
SteveNash,"[['IceHockeyPlayer', 'Athlete', 'Person']]"
SteveNash,"[['BasketballPlayer', 'Athlete', 'Person']]"
MHafeez22,"[['Person', 'Athlete', 'Cricketer']]"
TheCarlosPena,[['Person']]
DanielSamperO,[['Journalist']]
BBMAs,[['Award']]
Bungie,"[['Company', 'Organisation']]"
Broncos,"[['AmericanFootballTeam', 'SportsTeam', 'Organisation']]"
Broncos,"[['SoccerClub', 'Organisation']]"
iambeckyg,"[['Person', 'MusicalArtist']]"
Nigella_Lawson,[['Person']]
diarioas,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
JensenAckles,[['Actor']]
JimmieJohnson,[['Automobile']]
JimmieJohnson,"[['NascarDriver', 'RacingDriver', 'MotorsportRacer', 'Athlete', 'Person']]"
verge,"[['Website', 'Work']]"
greysonchance,"[['Person', 'Artist', 'MusicalArtist']]"
_OlivierGiroud_,"[['Person', 'Athlete', 'SoccerPlayer']]"
derspiegel,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
jesusmiranda,[['Actor']]
Nadeshot,[['Person']]
Nadeshot,[['Work']]
drose,"[['Person', 'Athlete', 'BasketballPlayer']]"
soompi,"[['Website', 'Work']]"
fatbellybella,"[['Person', 'Artist', 'MusicalArtist']]"
angelicavale,[['Actor']]
alispagnola,"[['Person', 'MusicalArtist']]"
ChelseaClinton,[['Person']]
JoeNBC,[['Work']]
JoeNBC,"[['Politician', 'Person']]"
MannyPacquiao,"[['Politician', 'Person']]"
MannyPacquiao,"[['Boxer', 'Person']]"
Brazzers,"[['Company', 'Organisation']]"
diplo,"[['Person', 'MusicalArtist']]"
McConaughey,[['Actor']]
TweetDeck,"[['Software', 'Work']]"
benshapiro,[['Person']]
madisonbeer,"[['Person', 'MusicalArtist']]"
ChiliPeppers,"[['Band', 'Organisation', 'Group']]"
SadhguruJV,[['Person']]
brazuca,[['Food']]
Madonna,[['Person']]
xuxameneghel,[['Person']]
Pele,"[['Person', 'SoccerPlayer']]"
carlosbaute,"[['Person', 'MusicalArtist']]"
exame,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
carras16,"[['Person', 'Athlete', 'SoccerPlayer']]"
ezraklein,[['Journalist']]
KingBach,[['Person']]
DeniseMaerker,[['Person']]
Cubs,"[['Organisation', 'SportsTeam', 'BaseballTeam']]"
France2tv,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
alo_oficial,"[['Person', 'FormulaOneRacer', 'Athlete', 'RacingDriver', 'MotorsportRacer']]"
zairana,"[['Person', 'Model']]"
SergiRoberto10,"[['Person', 'Athlete', 'SoccerPlayer']]"
RealRonHoward,[['Actor']]
nypl,"[['Library', 'EducationalInstitution', 'Organisation']]"
nypl,"[['University', 'EducationalInstitution', 'Organisation']]"
CERN,[['Organisation']]
MikeTrout,"[['Person', 'Athlete', 'BaseballPlayer']]"
ScuderiaFerrari,"[['Organisation', 'SportsTeam', 'FormulaOneTeam']]"
sanabucha,[['Journalist']]
mikeseidel,[['Person']]
youngy18,"[['Person', 'Athlete', 'SoccerPlayer']]"
SleepintheGardn,[['Actor']]
_MaluOficial_,"[['Person', 'Artist', 'MusicalArtist']]"
RomarioOnze,"[['Person', 'Politician', 'Politician']]"
robbiewilliams,[['MusicalArtist']]
Mediapart,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
Mediapart,"[['AcademicJournal', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
VP44,"[['Person', 'Politician', 'Politician']]"
cwtvd,"[['TelevisionShow', 'Work']]"
PierreMenes,[['Journalist']]
Norkys_batista,[['Person']]
AngPoetNyo,[['Actor']]
WilliamShatner,[['Person']]
brysontiller,"[['Person', 'Artist', 'MusicalArtist']]"
PDdancing,[['Person']]
nowthisnews,"[['Company', 'Organisation']]"
delpieroale,"[['Person', 'Athlete', 'SoccerPlayer']]"
Berto_Romero,"[['Person', 'Artist', 'Comedian']]"
daraobriain,"[['Person', 'Artist', 'Comedian']]"
dinahjane97,"[['Person', 'Artist', 'MusicalArtist']]"
soujorge,"[['Person', 'Artist', 'MusicalArtist']]"
iamjoshuagarcia,[['Actor']]
bbceastenders,"[['TelevisionShow', 'Work']]"
RehamKhan1,[['Person']]
jhutch1992,[['Actor']]
masason,[['BusinessPerson']]
htc,[['Company']]
gilbertogil,"[['Person', 'MusicalArtist']]"
RailaOdinga,"[['Person', 'Politician', 'Politician']]"
jimmyeatworld,"[['Band', 'Organisation', 'Group']]"
marcmarquez93,"[['Person', 'Athlete', 'MotorsportRacer', 'MotorcycleRider']]"
guardiantech,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
alroker,[['Person']]
JLin7,"[['Person', 'Athlete', 'BasketballPlayer']]"
ChumelTorres,[['Person']]
MarroneEmma,"[['Person', 'Artist', 'MusicalArtist']]"
PabloIglesias,"[['Person', 'Politician']]"
TheRealAC3,"[['Person', 'Athlete', 'SoccerPlayer']]"
GaelGarciaB,[['Person']]
kingsthings,"[['TelevisionShow', 'Work']]"
MailOnline,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
RossLynch,"[['Person', 'MusicalArtist']]"
calabresadani,[['Person']]
atiku,"[['Person', 'Politician', 'Politician']]"
fbbreal,[['Journalist']]
Khairykj,"[['Person', 'Politician', 'Politician']]"
SamNasri19,"[['Person', 'Athlete', 'SoccerPlayer']]"
realshoaibmalik,"[['Person', 'Athlete', 'Cricketer']]"
JB17Official,"[['Person', 'Athlete', 'SoccerPlayer']]"
OMGitsAliA,"[['Person', 'Youtuber']]"
citizentvkenya,[['Station']]
citizentvkenya,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
citizentvkenya,"[['RadioStation', 'Broadcaster', 'Organisation']]"
younghollywood,[['Company']]
younghollywood,"[['Website', 'Work']]"
beppe_grillo,"[['Person', 'Politician', 'Politician']]"
NHLBlackhawks,"[['HockeyTeam', 'Organisation', 'SportsTeam']]"
MirandaSings,[['Band']]
MirandaSings,[['FictionalCharacter']]
Etsy,"[['Company', 'Organisation']]"
Etsy,[['Website']]
Etsy,[['PersonFunction']]
SilvestreFDC,"[['Person', 'Artist', 'MusicalArtist']]"
MrAncelotti,"[['Person', 'SoccerManager', 'SportsManager']]"
thibautcourtois,"[['Person', 'Athlete', 'SoccerPlayer']]"
macklemore,[['Person']]
marthadebayle,[['BusinessPerson']]
ProfOsinbajo,"[['Person', 'Politician', 'Politician']]"
chiellini,"[['Person', 'Athlete', 'SoccerPlayer']]"
theestallion,"[['Person', 'Artist', 'MusicalArtist']]"
MissMarisRacal,[['Actor']]
chitomirandajr,"[['Person', 'MusicalArtist']]"
jguaido,"[['Person', 'Politician']]"
ARYNEWSOFFICIAL,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
ARYNEWSOFFICIAL,"[['RadioStation', 'Broadcaster', 'Organisation']]"
GStephanopoulos,"[['Person', 'Politician', 'Politician']]"
le_Parisien,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
khanfarw,[['Journalist']]
mariruybarbosa,[['Actor']]
mingkki21,[['Person']]
baronjimena,[['Actor']]
shitmydadsays,[['TelevisionStation']]
AliZafarsays,"[['Person', 'MusicalArtist']]"
prakashraaj,[['Person']]
RealBenCarson,"[['Person', 'Politician']]"
sebastianpinera,"[['Person', 'Politician', 'Politician']]"
NathanKress,[['Actor']]
RealPaulWalker,[['Actor']]
donaldglover,[['Person']]
VogueParis,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
levie,[['BusinessPerson']]
incredibleindia,[['MilitaryConflict']]
Victorious,"[['TelevisionShow', 'Work']]"
P_Musharraf,"[['Person', 'Politician', 'Politician']]"
StephenAmell,[['Actor']]
Seahawks,"[['SoccerClub', 'Organisation']]"
Seahawks,"[['AmericanFootballTeam', 'SportsTeam', 'Organisation']]"
Oficial_RC3,"[['SoccerManager', 'SportsManager', 'Person']]"
Oficial_RC3,"[['SoccerPlayer', 'Person']]"
TheMandyMoore,[['Person']]
andykusnetzoff,[['Person']]
engadget,"[['Website', 'Work']]"
engadget,[['Broadcaster']]
TwitterGov,"[['Company', 'Organisation']]"
TwitterGov,"[['Website', 'Work']]"
TheMahiraKhan,[['Person']]
JosephMorgan,[['Actor']]
ThomasRhett,"[['Person', 'Artist', 'MusicalArtist']]"
BrettLee_58,"[['Person', 'Athlete', 'Cricketer']]"
SoundCloud,[['Company']]
SoundCloud,"[['Website', 'Work']]"
drsanjaygupta,[['Person']]
mateoguidicelli,[['Person']]
AJABreaking,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
AJABreaking,"[['BroadcastNetwork', 'Broadcaster', 'Organisation']]"
AJABreaking,[['Person']]
YouTubeEspanol,[['TelevisionStation']]
YouTubeEspanol,"[['Website', 'Work']]"
emraanhashmi,[['Actor']]
TomDaley1994,"[['Person', 'Athlete']]"
THEREALSWIZZZ,"[['Person', 'MusicalArtist']]"
Sephora,"[['Company', 'Organisation']]"
jeremycorbyn,"[['Person', 'Politician', 'Politician']]"
ecuavisa,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
ecuavisa,"[['RadioStation', 'Broadcaster', 'Organisation']]"
DanielSturridge,"[['Person', 'Athlete', 'SoccerPlayer']]"
KendraWilkinson,[['Person']]
JuddApatow,[['Person']]
BTSW_official,"[['Software', 'VideoGame', 'Work']]"
Cmdr_Hadfield,"[['Person', 'Astronaut']]"
SinghaniaGautam,[['BusinessPerson']]
ladbible,"[['Website', 'Work']]"
jeremypiven,[['Actor']]
MLP_officiel,"[['Person', 'Politician', 'Politician']]"
mermhart,[['Person']]
JordiAlba,"[['Person', 'Athlete', 'SoccerPlayer']]"
AtlantaFalcons,"[['AmericanFootballTeam', 'SportsTeam', 'Organisation']]"
AtlantaFalcons,"[['SoccerClub', 'Organisation']]"
GalGadot,[['Person']]
InfinityWard,"[['Company', 'Organisation']]"
ava,[['MovieDirector']]
ArifAlvi,"[['Person', 'Politician']]"
alrotayyan,[['Journalist']]
cheteshwar1,"[['Person', 'Athlete', 'Cricketer']]"
SeppBlatter,"[['Person', 'Politician', 'Politician']]"
TheRealPCB,[['Country']]
TheRealPCB,"[['CricketTeam', 'SportsTeam', 'Organisation']]"
Sophie_Choudry,[['Actor']]
dcabellor,"[['Person', 'Politician', 'Politician']]"
johnkrasinski,[['Actor']]
Diego_Reyes13,"[['Person', 'Athlete', 'SoccerPlayer']]"
jaketapper,[['Person']]
reymysterio,"[['Person', 'Athlete', 'Wrestler']]"
gameinformer,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
VinceMcMahon,[['Person']]
bobsaget,"[['Person', 'Artist', 'Comedian']]"
konkonas,[['Actor']]
narendramodi_in,"[['Person', 'Politician', 'Politician']]"
Andy,[['Person']]
GazGShore,[['Person']]
FastCompany,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
Fellaini,"[['Person', 'Athlete', 'SoccerPlayer']]"
Iceprincezamani,"[['Person', 'Artist', 'MusicalArtist']]"
KLM,"[['Company', 'Airline', 'Organisation', 'PublicTransitSystem']]"
ashleesimpson,[['Person']]
itoi_shigesato,[['Person']]
Pinterest,[['Company']]
Pinterest,"[['Website', 'Work']]"
tumblr,"[['Website', 'Work']]"
tumblr,[['Company']]
theowalcott,"[['Person', 'Athlete', 'SoccerPlayer']]"
RFI,"[['Organisation', 'RadioStation']]"
Ginger_Zee,[['Person']]
ImIshant,"[['Person', 'Athlete', 'Cricketer']]"
RickWarren,[['Person']]
PearlThusi,[['Actor']]
El_Hormiguero,"[['TelevisionShow', 'Work']]"
lafm,"[['RadioStation', 'Broadcaster', 'Organisation']]"
lafm,[['Station']]
Shankar_Live,"[['Person', 'Artist', 'MusicalArtist']]"
tylergposey,[['Actor']]
maxenemagalona,[['Actor']]
iJesseWilliams,[['Actor']]
mortreport,[['Person']]
TVPatrol,"[['TelevisionShow', 'Work']]"
nico_rosberg,"[['Person', 'FormulaOneRacer', 'Athlete', 'RacingDriver', 'MotorsportRacer']]"
cuauhtemocb10,"[['Politician', 'Person']]"
cuauhtemocb10,"[['SoccerPlayer', 'Person']]"
PGATOUR,[['PersonFunction']]
PGATOUR,[['Person']]
PGATOUR,"[['GolfLeague', 'SportsLeague', 'Organisation']]"
NicolasSarkozy,"[['Person', 'Politician', 'Politician']]"
Flipkart,"[['Website', 'Work']]"
Flipkart,[['Company']]
ferhatgocer,"[['Person', 'Artist', 'MusicalArtist']]"
JonnyBones,"[['Person', 'Athlete', 'MartialArtist']]"
GalisteuOficial,[['Actor']]
RealJamesWoods,"[['Person', 'Actor', 'Artist']]"
packers,"[['AmericanFootballTeam', 'SportsTeam', 'Organisation']]"
packers,"[['SoccerClub', 'Organisation']]"
brendonurie,"[['Person', 'MusicalArtist']]"
TheSims,[['TelevisionShow']]
Mscathygonzaga,[['Actor']]
IanJamesPoulter,"[['Person', 'Athlete', 'GolfPlayer']]"
PumasMX,"[['Organisation', 'SoccerClub', 'SportsClub']]"
billyeichner,"[['Person', 'Artist', 'Comedian']]"
Channel4News,"[['TelevisionShow', 'Work']]"
TheVikasKhanna,[['Award']]
TheVikasKhanna,"[['Chef', 'Person']]"
ericschmidt,[['Person']]
anthonypadilla,[['Person']]
GameGrumps,"[['TelevisionShow', 'Work']]"
TwitterJP,"[['Company', 'Organisation']]"
TwitterJP,"[['Website', 'Work']]"
Stromae,"[['Person', 'Artist', 'MusicalArtist']]"
RealDMitchell,[['Actor']]
vanehupp,[['Actor']]
Nicolette_Shea,[['Actor']]
SpongeBob,"[['TelevisionShow', 'Work']]"
PeterPsquare,"[['Person', 'Artist', 'MusicalArtist']]"
valoreconomico,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
MTVBrasil,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
MTVBrasil,[['Work']]
radiodeejay,[['Station']]
radiodeejay,"[['RadioStation', 'Broadcaster', 'Organisation']]"
airnewsalerts,[['PersonFunction']]
BrentRivera,"[['Person', 'Youtuber']]"
faridyu,"[['Person', 'Athlete', 'BaseballPlayer']]"
ProSyndicate,[['Person']]
MichaelBuble,"[['Person', 'Artist', 'MusicalArtist']]"
ElizabethBanks,[['Person']]
LarryFitzgerald,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
PriyaAnand,[['Actor']]
Yg_Trece,"[['Person', 'Athlete', 'BasketballPlayer']]"
BlueJays,"[['Organisation', 'SportsTeam', 'BaseballTeam']]"
E3,"[['Convention', 'Event', 'SocietalEvent']]"
itvnews,"[['Company', 'Organisation']]"
RottenTomatoes,"[['Website', 'Work']]"
TRINArockstarr,"[['Person', 'Artist', 'MusicalArtist']]"
pampitaoficial,"[['Person', 'Model']]"
depechemode,"[['Band', 'Organisation', 'Group']]"
PeteCarroll,"[['AmericanFootballPlayer', 'GridironFootballPlayer', 'Athlete', 'Person']]"
PeteCarroll,"[['CollegeCoach', 'Person']]"
fhollande,"[['Person', 'Politician', 'Politician']]"
chriscolfer,[['Person']]
whianwamos,[['Person']]
algassabinasser,[['Actor']]
kylieminogue,"[['Person', 'Artist', 'MusicalArtist']]"
KattWilliams,[['Person']]
LilKim,"[['Person', 'Artist', 'MusicalArtist']]"
TrueKofi,"[['Person', 'Athlete', 'Wrestler']]"
marieclaire,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
TwitterSeguro,"[['Company', 'Organisation']]"
TwitterSeguro,"[['Website', 'Work']]"
ConsueloDuval,[['Actor']]
radiodisney,"[['RadioStation', 'Broadcaster']]"
chiqui_delgado,[['Actor']]
KateUpton,"[['Person', 'Model']]"
Tabatajalilreal,[['TelevisionHost']]
michaeljackson,"[['Person', 'MusicalArtist']]"
HeffronDrive,"[['Band', 'Organisation', 'Group']]"
marshmellomusic,"[['Person', 'Artist', 'MusicalArtist']]"
ShekharGupta,[['Journalist']]
AnnCoulter,[['Person']]
barstoolsports,[['Broadcaster']]
barstoolsports,"[['Website', 'Work']]"
blobyblo,"[['Person', 'MusicalArtist']]"
NCTsmtown_DREAM,"[['Band', 'Organisation', 'Group']]"
Kaepernick7,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
tanamongeau,"[['Person', 'Youtuber']]"
MickJagger,"[['Person', 'MusicalArtist']]"
earlxsweat,"[['Person', 'Artist', 'MusicalArtist']]"
Corriere,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
ZackRyder,"[['Person', 'Athlete', 'Wrestler']]"
Fer_DelSolar,[['Actor']]
irrfank,[['Actor']]
heart021485,"[['Person', 'Politician']]"
SanjeevKapoor,"[['Chef', 'Person']]"
SanjeevKapoor,[['Company']]
newtgingrich,"[['Person', 'Politician', 'Politician']]"
RapSheet,[['Person']]
iamAhmadshahzad,"[['Person', 'Athlete', 'Cricketer']]"
davidzepeda1,[['Actor']]
vivekoberoi,[['Actor']]
davidwalliams,[['Actor']]
msisodia,"[['Person', 'Politician', 'Politician']]"
NatbyNature,"[['Person', 'Athlete', 'Wrestler']]"
CesarAzpi,"[['Person', 'Athlete', 'SoccerPlayer']]"
sydneyleroux,"[['Person', 'Athlete', 'SoccerPlayer']]"
jakeowen,"[['Person', 'Artist', 'MusicalArtist']]"
janboehm,"[['Person', 'Artist', 'Comedian']]"
Jon_Favreau,[['Actor']]
mariashriver,"[['Person', 'Politician', 'Politician']]"
GoPro,[['Company']]
zeitonline,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
DerrenBrown,[['Person']]
teddspotting,[['Actor']]
TwitterBrasil,"[['Company', 'Organisation']]"
TwitterBrasil,"[['Website', 'Work']]"
officiallyjoko,[['Person']]
Bundesliga_DE,"[['Organisation', 'SoccerLeague', 'SportsLeague']]"
DENISE_RICHARDS,[['Actor']]
JheneAiko,"[['Album', 'MusicalWork', 'Work']]"
JheneAiko,"[['Single', 'MusicalWork', 'Work']]"
49ers,"[['AmericanFootballTeam', 'SportsTeam', 'Organisation']]"
49ers,"[['SoccerClub', 'Organisation']]"
BrodyJenner,[['Person']]
KidCudi,"[['Person', 'MusicalArtist']]"
RyanGosling,[['Actor']]
ArshadWarsi,[['Actor']]
Dodgers,"[['Organisation', 'SportsTeam', 'BaseballTeam']]"
BryanCranston,[['Actor']]
Ram_Guha,[['Person']]
Franklin_Graham,[['Person']]
michellemalkin,[['Person']]
k_satyarthi,[['Organisation']]
nokia,"[['Company', 'Organisation']]"
addthis,"[['Website', 'Work']]"
Alesso,"[['Person', 'Artist', 'MusicalArtist']]"
matshummels,"[['Person', 'Athlete', 'SoccerPlayer']]"
SenSchumer,"[['Person', 'Politician', 'Politician']]"
Raptors,"[['BasketballTeam', 'Organisation', 'SportsTeam']]"
MGM_Studios,[['Company']]
fdbedout,[['Person']]
meralco,[['Company']]
tylerrjoseph,"[['Person', 'MusicalArtist']]"
nyknicks,"[['BasketballTeam', 'Organisation', 'SportsTeam']]"
m_hunziker,[['Person']]
usweekly,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
taisdeverdade,[['Actor']]
jasonsegel,[['Actor']]
paulfeig,[['Person']]
tonyparker,"[['Person', 'Athlete', 'BasketballPlayer']]"
DigitalTrends,"[['Website', 'Work']]"
kathygriffin,[['Person']]
SouthwestAir,"[['Company', 'Airline', 'Organisation', 'PublicTransitSystem']]"
warnerbros,"[['Company', 'Organisation']]"
kaj33,"[['Person', 'Athlete', 'BasketballPlayer']]"
